"행정구역","2026년04월_전체세대","2026년04월_1인세대","2026년04월_2인세대","2026년04월_3인세대","2026년04월_4인세대","2026년04월_5인세대","2026년04월_6인세대","2026년04월_7인세대","2026년04월_8인세대","2026년04월_9인세대","2026년04월_10인이상세대"
"전북특별자치도 김제시 백구면(5221035000)","2,070","1,140","595","196","88","36","12","1","2","0","0"
"전북특별자치도 김제시 부량면(5221036000)","753","418","229","65","21","14","6","0","0","0","0"
"전북특별자치도 김제시 공덕면(5221038000)","1,342","678","417","134","79","17","13","3","0","1","0"
"전북특별자치도 김제시 청하면(5221039000)","971","543","281","92","37","9","4","4","0","1","0"
"전북특별자치도 김제시 성덕면(5221040000)","1,011","584","279","90","36","19","2","0","1","0","0"
"전북특별자치도 김제시 진봉면(5221041000)","1,511","938","390","115","43","19","4","1","0","0","1"
"전북특별자치도 김제시 금구면(5221042000)","3,023","1,412","933","375","191","78","20","8","3","0","3"
"전북특별자치도 김제시 봉남면(5221043000)","1,325","827","350","93","28","17","6","3","0","0","1"
"전북특별자치도 김제시 황산면(5221044000)","1,111","650","296","108","35","12","7","2","0","0","1"
"전북특별자치도 김제시 금산면(5221045000)","2,744","1,660","727","236","70","34","12","4","0","0","1"
"전북특별자치도 김제시 광활면(5221046000)","731","394","241","58","23","9","4","1","0","0","1"
"전북특별자치도 김제시 요촌동(5221051000)","5,567","2,748","1,418","732","417","170","54","14","10","0","4"
"전북특별자치도 김제시 신풍동(5221052000)","6,124","2,798","1,628","855","591","189","53","7","1","2","0"
"전북특별자치도 김제시 검산동(5221054000)","6,102","3,062","1,401","789","618","178","41","7","4","1","1"
"전북특별자치도 김제시 교월동(5221058000)","3,288","1,537","986","409","229","93","25","6","1","0","2"
"전북특별자치도 완주군 (5271000000)","50,334","22,878","14,119","6,959","4,486","1,469","314","81","14","5","9"
"전북특별자치도 완주군 삼례읍(5271025000)","11,425","5,563","2,767","1,629","1,090","308","49","17","1","0","1"
"전북특별자치도 완주군 봉동읍(5271025300)","11,037","4,411","2,938","1,695","1,366","491","112","19","4","0","1"
"전북특별자치도 완주군 용진읍(5271025600)","5,439","2,264","1,697","845","459","131","33","8","1","1","0"
"전북특별자치도 완주군 상관면(5271032000)","2,081","971","636","266","152","43","9","1","1","1","1"
"전북특별자치도 완주군 이서면(5271033000)","7,578","3,351","2,054","1,121","793","221","27","8","2","0","1"
"전북특별자치도 완주군 소양면(5271034000)","2,909","1,374","915","323","182","71","30","10","1","0","3"
"전북특별자치도 완주군 구이면(5271035000)","2,986","1,454","939","341","152","72","21","4","2","1","0"
"전북특별자치도 완주군 고산면(5271036000)","2,302","1,152","703","255","117","53","12","8","0","1","1"
"전북특별자치도 완주군 비봉면(5271037000)","980","503","310","104","35","21","4","2","1","0","0"
"전북특별자치도 완주군 운주면(5271038000)","1,151","643","371","102","21","11","2","1","0","0","0"
"전북특별자치도 완주군 화산면(5271039000)","1,301","586","419","168","85","31","10","1","1","0","0"
"전북특별자치도 완주군 동상면(5271040000)","591","317","184","55","18","8","5","2","0","1","1"
"전북특별자치도 완주군 경천면(5271041000)","554","289","186","55","16","8","0","0","0","0","0"
"전북특별자치도 진안군 (5272000000)","13,924","7,546","4,018","1,279","675","283","82","26","7","4","4"
"전북특별자치도 진안군 진안읍(5272025000)","5,149","2,644","1,359","609","338","137","42","14","3","2","1"
"전북특별자치도 진안군 용담면(5272031000)","578","358","170","38","8","4","0","0","0","0","0"
"전북특별자치도 진안군 안천면(5272032000)","595","307","200","48","24","11","4","1","0","0","0"
"전북특별자치도 진안군 동향면(5272033000)","812","466","248","56","22","14","5","0","1","0","0"
"전북특별자치도 진안군 상전면(5272034000)","487","269","152","35","22","4","4","1","0","0","0"
"전북특별자치도 진안군 백운면(5272035000)","1,211","720","338","91","45","12","1","1","1","1","1"
"전북특별자치도 진안군 성수면(5272036000)","1,044","609","311","63","37","19","3","1","0","0","1"
"전북특별자치도 진안군 마령면(5272037000)","990","541","298","86","41","17","5","2","0","0","0"
"전북특별자치도 진안군 부귀면(5272038000)","1,587","836","468","142","85","33","13","6","2","1","1"
"전북특별자치도 진안군 정천면(5272039000)","580","277","198","54","27","22","2","0","0","0","0"
"전북특별자치도 진안군 주천면(5272040000)","891","519","276","57","26","10","3","0","0","0","0"
"전북특별자치도 무주군 (5273000000)","13,258","7,198","3,769","1,203","745","268","59","8","3","3","2"
"전북특별자치도 무주군 무주읍(5273025000)","4,736","2,260","1,242","579","460","158","29","5","2","1","0"
"전북특별자치도 무주군 무풍면(5273031000)","1,328","778","402","92","40","14","1","1","0","0","0"
"전북특별자치도 무주군 설천면(5273032000)","2,281","1,305","638","189","97","35","14","2","0","1","0"
"전북특별자치도 무주군 적상면(5273033000)","1,599","933","483","107","47","23","5","0","1","0","0"
"전북특별자치도 무주군 안성면(5273034000)","2,452","1,393","753","185","80","31","8","0","0","1","1"
"전북특별자치도 무주군 부남면(5273035000)","862","529","251","51","21","7","2","0","0","0","1"
"전북특별자치도 장수군 (5274000000)","11,865","6,240","3,512","1,138","596","272","79","18","6","2","2"
"전북특별자치도 장수군 장수읍(5274025000)","3,789","1,869","1,072","402","275","135","24","9","1","1","1"
"전북특별자치도 장수군 산서면(5274031000)","1,127","614","348","97","38","22","5","3","0","0","0"
"전북특별자치도 장수군 번암면(5274032000)","1,348","767","416","105","38","12","8","1","1","0","0"
"전북특별자치도 장수군 장계면(5274033500)","2,279","1,174","639","246","138","56","21","3","1","1","0"
"전북특별자치도 장수군 천천면(5274034000)","1,222","700","360","108","34","14","4","0","1","0","1"
"전북특별자치도 장수군 계남면(5274035000)","1,204","635","378","106","53","20","9","2","1","0","0"
"전북특별자치도 장수군 계북면(5274036000)","896","481","299","74","20","13","8","0","1","0","0"
"전북특별자치도 임실군 (5275000000)","14,840","8,287","4,177","1,342","682","241","78","21","7","3","2"
"전북특별자치도 임실군 임실읍(5275025000)","3,664","1,832","939","435","314","100","31","7","3","3","0"
"전북특별자치도 임실군 청웅면(5275031000)","771","470","210","60","23","6","2","0","0","0","0"
"전북특별자치도 임실군 운암면(5275032000)","954","548","309","60","20","9","6","1","1","0","0"
"전북특별자치도 임실군 신평면(5275033000)","853","516","229","65","30","9","0","2","1","0","1"
"전북특별자치도 임실군 성수면(5275034000)","957","560","272","87","28","6","3","1","0","0","0"
"전북특별자치도 임실군 오수면(5275035500)","2,018","1,130","612","166","71","22","13","4","0","0","0"
"전북특별자치도 임실군 신덕면(5275036000)","777","471","200","70","24","9","2","1","0","0","0"
"전북특별자치도 임실군 삼계면(5275037000)","901","531","291","52","17","7","2","0","1","0","0"
"전북특별자치도 임실군 관촌면(5275038000)","1,667","883","471","164","87","45","11","4","1","0","1"
"전북특별자치도 임실군 강진면(5275039000)","852","506","230","74","25","14","3","0","0","0","0"
"전북특별자치도 임실군 덕치면(5275040000)","725","450","203","47","18","5","1","1","0","0","0"
"전북특별자치도 임실군 지사면(5275041000)","701","390","211","62","25","9","4","0","0","0","0"
"전북특별자치도 순창군 (5277000000)","15,018","7,670","4,314","1,567","962","362","94","33","13","1","2"
"전북특별자치도 순창군 순창읍(5277025000)","5,053","2,158","1,276","742","585","218","49","18","7","0","0"
"전북특별자치도 순창군 인계면(5277031000)","879","490","249","79","36","20","4","0","1","0","0"
"전북특별자치도 순창군 동계면(5277032000)","1,152","637","364","75","53","14","5","1","2","0","1"
"전북특별자치도 순창군 풍산면(5277033000)","949","537","263","86","42","14","6","1","0","0","0"
"전북특별자치도 순창군 금과면(5277034000)","1,082","598","344","91","36","10","2","1","0","0","0"
"전북특별자치도 순창군 팔덕면(5277035000)","852","474","256","66","36","14","3","2","1","0","0"
"전북특별자치도 순창군 쌍치면(5277036000)","1,130","607","360","94","39","22","5","2","0","0","1"
"전북특별자치도 순창군 복흥면(5277037000)","1,158","582","379","105","57","22","8","3","2","0","0"
"전북특별자치도 순창군 적성면(5277038000)","762","443","225","60","19","9","4","2","0","0","0"
"전북특별자치도 순창군 유등면(5277039000)","630","374","175","49","20","8","3","1","0","0","0"
"전북특별자치도 순창군 구림면(5277040000)","1,371","770","423","120","39","11","5","2","0","1","0"
"전북특별자치도 고창군 (5279000000)","28,390","15,231","8,229","2,703","1,510","535","141","26","5","1","9"
"전북특별자치도 고창군 고창읍(5279025000)","9,912","4,418","2,744","1,332","969","357","74","11","4","1","2"
"전북특별자치도 고창군 고수면(5279031000)","1,341","775","377","117","46","19","6","1","0","0","0"
"전북특별자치도 고창군 아산면(5279032000)","1,509","892","440","120","38","13","5","0","1","0","0"
"전북특별자치도 고창군 무장면(5279033000)","1,609","970","456","106","50","20","4","1","0","0","2"
"전북특별자치도 고창군 공음면(5279034000)","1,371","806","413","88","39","14","9","2","0","0","0"
"전북특별자치도 고창군 상하면(5279035000)","1,334","783","401","96","36","11","3","3","0","0","1"
"전북특별자치도 고창군 해리면(5279036000)","1,520","874","483","106","36","12","8","0","0","0","1"
"전북특별자치도 고창군 성송면(5279037000)","1,030","614","310","69","30","5","2","0","0","0","0"
"전북특별자치도 고창군 대산면(5279038000)","1,777","1,052","519","144","47","11","4","0","0","0","0"
"전북특별자치도 고창군 심원면(5279039000)","1,345","753","398","126","42","15","10","1","0","0","0"
"전북특별자치도 고창군 흥덕면(5279040000)","1,684","950","498","139","68","18","7","2","0","0","2"
"전북특별자치도 고창군 성내면(5279041000)","1,088","647","305","88","35","9","3","0","0","0","1"
"전북특별자치도 고창군 신림면(5279042000)","1,282","781","365","80","38","14","2","2","0","0","0"
"전북특별자치도 고창군 부안면(5279043000)","1,588","916","520","92","36","17","4","3","0","0","0"
"전북특별자치도 부안군 (5280000000)","27,320","15,099","7,600","2,570","1,424","494","95","25","8","4","1"
"전북특별자치도 부안군 부안읍(5280025000)","10,004","4,664","2,683","1,365","904","317","59","10","2","0","0"
"전북특별자치도 부안군 주산면(5280031000)","1,105","676","334","56","30","6","0","2","1","0","0"
"전북특별자치도 부안군 동진면(5280032000)","1,554","925","468","93","44","17","4","2","1","0","0"
"전북특별자치도 부안군 행안면(5280033000)","1,204","708","320","107","45","15","7","1","0","0","1"
"전북특별자치도 부안군 계화면(5280034000)","1,812","1,053","544","133","55","21","3","2","0","1","0"
"전북특별자치도 부안군 보안면(5280035000)","1,410","856","426","86","27","9","6","0","0","0","0"
"전북특별자치도 부안군 변산면(5280036000)","2,497","1,492","643","222","96","38","6","0","0","0","0"
"전북특별자치도 부안군 진서면(5280037000)","1,297","761","390","91","41","9","2","3","0","0","0"
"전북특별자치도 부안군 백산면(5280038000)","1,468","912","417","90","35","11","1","1","0","1","0"
"전북특별자치도 부안군 상서면(5280039000)","1,240","754","339","90","43","9","0","2","2","1","0"
"전북특별자치도 부안군 하서면(5280040000)","1,477","873","433","106","47","14","3","0","1","0","0"
"전북특별자치도 부안군 줄포면(5280041000)","1,506","912","418","105","49","16","3","2","0","1","0"
"전북특별자치도 부안군 위도면(5280042000)","746","513","185","26","8","12","1","0","1","0","0"
"전라남도  (4600000000)","914,877","436,483","248,463","120,090","80,044","23,361","4,673","1,170","328","111","154"
"전라남도 목포시 (4611000000)","102,466","49,210","25,901","14,564","9,561","2,662","435","92","17","10","14"
"전라남도 목포시 용당1동(4611051000)","5,223","2,991","1,387","524","229","63","18","8","1","1","1"
"전라남도 목포시 용당2동(4611052000)","2,664","1,611","668","257","97","24","5","1","0","0","1"
"전라남도 목포시 연동(4611053500)","2,330","1,490","560","176","63","32","7","2","0","0","0"
"전라남도 목포시 산정동(4611054500)","3,972","1,547","1,164","686","417","128","24","4","1","0","1"
"전라남도 목포시 연산동(4611055400)","4,042","1,379","1,018","787","629","190","33","4","0","0","2"
"전라남도 목포시 원산동(4611055800)","5,734","2,849","1,469","787","458","138","28","3","2","0","0"
"전라남도 목포시 대성동(4611056500)","2,299","1,141","567","324","204","46","13","3","1","0","0"
"전라남도 목포시 목원동(4611059500)","3,772","2,380","907","312","124","40","8","0","1","0","0"
"전라남도 목포시 동명동(4611064000)","2,610","1,509","706","241","99","48","6","1","0","0","0"
"전라남도 목포시 삼학동(4611064500)","2,594","1,141","752","389","212","76","18","5","0","1","0"
"전라남도 목포시 만호동(4611065500)","1,489","991","330","106","41","19","2","0","0","0","0"
"전라남도 목포시 유달동(4611066000)","2,387","1,644","511","150","57","17","5","1","1","0","1"
"전라남도 목포시 죽교동(4611069500)","1,574","1,031","350","108","58","19","5","2","0","0","1"
"전라남도 목포시 북항동(4611070500)","4,120","1,952","1,116","605","329","94","20","3","0","1","0"
"전라남도 목포시 용해동(4611074500)","7,251","3,192","1,853","1,137","775","243","35","10","0","1","5"
"전라남도 목포시 이로동(4611075000)","4,226","1,402","1,294","747","554","194","21","11","1","2","0"
"전라남도 목포시 상동(4611075600)","10,084","4,263","2,670","1,643","1,154","302","41","9","0","1","1"
"전라남도 목포시 하당동(4611075700)","8,001","4,598","1,567","976","658","172","24","5","1","0","0"
"전라남도 목포시 신흥동(4611075800)","7,659","3,345","2,051","1,213","824","179","36","5","4","2","0"
"전라남도 목포시 삼향동(4611078000)","2,254","1,164","578","299","160","44","9","0","0","0","0"
"전라남도 목포시 옥암동(4611079000)","4,463","1,535","1,221","886","641","161","15","4","0","0","0"
"전라남도 목포시 부흥동(4611080000)","4,142","2,209","1,026","507","309","78","9","3","1","0","0"
"전라남도 목포시 부주동(4611081000)","9,576","3,846","2,136","1,704","1,469","355","53","8","3","1","1"
"전라남도 여수시 (4613000000)","127,210","54,009","36,079","19,115","13,559","3,590","660","140","37","11","10"
"전라남도 여수시 돌산읍(4613025000)","1,389","745","467","127","34","12","4","0","0","0","0"
"전라남도 여수시 돌산읍우두출장소(4613025100)","4,226","2,044","1,279","531","254","88","22","4","2","1","1"
"전라남도 여수시 돌산읍죽포출장소(4613025200)","1,018","526","362","86","28","11","5","0","0","0","0"
"전라남도 여수시 소라면(4613031000)","9,343","3,311","2,749","1,602","1,263","330","64","19","4","1","0"
"전라남도 여수시 율촌면(4613032000)","3,360","1,716","1,002","373","188","53","21","7","0","0","0"
"전라남도 여수시 화양면(4613033000)","3,408","1,808","1,056","346","128","43","19","6","1","1","0"
"전라남도 여수시 남면(4613034000)","1,627","960","523","92","33","14","1","4","0","0","0"
"전라남도 여수시 화정면(4613035000)","789","434","271","62","16","4","2","0","0","0","0"
"전라남도 여수시 화정면개도출장소(4613035600)","480","294","137","34","5","8","1","1","0","0","0"
"전라남도 여수시 삼산면(4613036000)","1,238","751","351","87","30","11","4","1","2","1","0"
"전라남도 여수시 동문동(4613051500)","2,229","1,197","597","258","128","45","3","1","0","0","0"
"전라남도 여수시 한려동(4613053500)","1,569","965","394","135","51","13","8","1","1","1","0"
"전라남도 여수시 중앙동(4613057000)","2,043","1,074","616","211","92","39","7","4","0","0","0"
"전라남도 여수시 충무동(4613060000)","1,990","1,157","558","178","69","23","3","1","0","0","1"
"전라남도 여수시 광림동(4613062500)","3,140","1,533","940","384","205","62","12","4","0","0","0"
"전라남도 여수시 서강동(4613063500)","2,027","1,003","619","243","112","41","7","2","0","0","0"
"전라남도 여수시 대교동(4613065500)","2,608","1,427","772","255","108","32","12","2","0","0","0"
"전라남도 여수시 국동(4613067000)","4,993","2,176","1,687","640","356","115","12","5","0","0","2"
"전라남도 여수시 월호동(4613068500)","3,151","1,021","1,105","551","340","102","27","3","2","0","0"
"전라남도 여수시 여서동(4613070000)","7,310","2,848","2,346","1,134","746","186","40","6","3","1","0"
"전라남도 여수시 문수동(4613071000)","8,796","3,957","2,157","1,328","997","302","43","10","0","1","1"
"전라남도 여수시 미평동(4613073000)","6,010","3,225","1,450","700","466","143","17","6","2","0","1"
"전라남도 여수시 둔덕동(4613074000)","4,081","1,337","1,306","763","508","140","21","3","3","0","0"
"전라남도 여수시 만덕동(4613076500)","4,525","1,655","1,345","754","564","172","27","4","4","0","0"
"전라남도 여수시 쌍봉동(4613078000)","13,865","5,081","3,683","2,509","2,001","487","84","14","2","2","2"
"전라남도 여수시 시전동(4613079000)","17,117","4,651","4,373","3,712","3,497","731","125","20","7","1","0"
"전라남도 여수시 여천동(4613080000)","10,016","5,140","2,621","1,234","744","222","45","6","1","1","2"
"전라남도 여수시 주삼동(4613081000)","3,156","1,067","815","601","520","126","22","3","2","0","0"
"전라남도 여수시 삼일동(4613082000)","1,136","641","309","117","46","19","1","2","1","0","0"
"전라남도 여수시 묘도동(4613083000)","570","265","189","68","30","16","1","1","0","0","0"
"전라남도 순천시 (4615000000)","128,163","51,282","34,474","21,164","16,423","3,999","650","115","35","8","13"
"전라남도 순천시 승주읍(4615025000)","1,415","813","427","112","34","18","7","2","2","0","0"
"전라남도 순천시 해룡면(4615031000)","2,278","1,136","752","243","99","31","10","3","4","0","0"
"전라남도 순천시 해룡면상삼출장소(4615031500)","7,898","2,926","2,029","1,478","1,161","268","28","6","1","1","0"
"전라남도 순천시 해룡면신대출장소(4615031600)","11,759","2,512","2,322","2,925","3,297","628","65","7","3","0","0"
"전라남도 순천시 서면(4615032000)","7,270","3,093","1,991","1,111","821","216","26","12","0","0","0"
"전라남도 순천시 황전면(4615033000)","1,577","861","538","129","26","17","6","0","0","0","0"
"전라남도 순천시 월등면(4615034000)","978","544","313","86","23","8","3","1","0","0","0"
"전라남도 순천시 주암면(4615035000)","1,771","1,036","552","132","30","12","6","3","0","0","0"
"전라남도 순천시 송광면(4615036000)","813","498","243","51","16","3","1","0","0","0","1"
"전라남도 순천시 외서면(4615037000)","493","311","141","30","5","5","1","0","0","0","0"
"전라남도 순천시 낙안면(4615038000)","1,622","837","546","165","49","16","7","1","0","0","1"
"전라남도 순천시 별량면(4615039000)","2,881","1,481","975","257","109","35","15","5","1","2","1"
"전라남도 순천시 상사면(4615040000)","1,539","746","495","203","65","21","7","1","0","1","0"
"전라남도 순천시 향동(4615051500)","1,691","871","508","164","92","40","14","1","0","0","1"
"전라남도 순천시 매곡동(4615054000)","3,379","1,768","830","416","281","68","10","3","1","0","2"
"전라남도 순천시 삼산동(4615055000)","13,178","5,064","3,684","2,169","1,697","462","82","14","5","0","1"
"전라남도 순천시 조곡동(4615056000)","3,219","1,227","901","578","376","110","24","2","1","0","0"
"전라남도 순천시 덕연동(4615057000)","17,422","6,172","5,023","3,178","2,327","595","105","15","6","1","0"
"전라남도 순천시 풍덕동(4615058000)","3,592","1,742","1,081","427","247","73","17","3","1","1","0"
"전라남도 순천시 남제동(4615059000)","4,059","2,078","1,176","475","227","82","18","1","1","0","1"
"전라남도 순천시 저전동(4615060000)","1,357","653","413","180","83","25","2","0","1","0","0"
"전라남도 순천시 장천동(4615061000)","1,184","819","233","82","36","10","3","1","0","0","0"
"전라남도 순천시 중앙동(4615062000)","1,379","750","385","148","59","29","6","2","0","0","0"
"전라남도 순천시 도사동(4615063500)","7,617","2,915","2,105","1,209","1,042","275","57","8","4","1","1"
"전라남도 순천시 왕조1동(4615066100)","20,519","7,867","4,902","3,810","3,106","704","100","22","3","1","4"
"전라남도 순천시 왕조2동(4615066500)","7,273","2,562","1,909","1,406","1,115","248","30","2","1","0","0"
"전라남도 나주시 (4617000000)","60,167","29,416","15,201","8,106","5,524","1,549","273","63","12","9","14"
"전라남도 나주시 남평읍(4617025000)","5,900","2,708","1,657","838","509","152","27","5","3","0","1"
"전라남도 나주시 세지면(4617031000)","1,424","836","426","97","44","12","8","1","0","0","0"
"전라남도 나주시 왕곡면(4617032000)","1,507","818","458","156","55","15","4","1","0","0","0"
"전라남도 나주시 반남면(4617033000)","794","461","254","54","21","2","2","0","0","0","0"
"전라남도 나주시 공산면(4617034000)","1,244","730","342","103","46","21","2","0","0","0","0"
"전라남도 나주시 동강면(4617035000)","1,357","787","404","107","41","14","3","1","0","0","0"
"전라남도 나주시 다시면(4617036000)","1,994","1,180","560","162","66","17","5","2","1","0","1"
"전라남도 나주시 문평면(4617037000)","1,104","672","342","58","20","9","2","1","0","0","0"
"전라남도 나주시 노안면(4617038000)","2,380","1,328","718","237","58","26","7","3","0","1","2"
"전라남도 나주시 금천면(4617039000)","3,451","1,505","1,076","511","266","69","19","3","1","0","1"
"전라남도 나주시 산포면(4617040000)","1,798","1,016","510","186","56","23","7","0","0","0","0"
"전라남도 나주시 다도면(4617042000)","1,001","615","280","70","23","2","6","1","0","1","3"
"전라남도 나주시 봉황면(4617043000)","2,360","1,441","664","159","62","27","6","1","0","0","0"
"전라남도 나주시 송월동(4617051000)","5,609","2,672","1,295","870","576","170","17","6","1","2","0"
"전라남도 나주시 영강동(4617052000)","1,501","924","350","137","58","25","3","2","0","2","0"
"전라남도 나주시 금남동(4617054000)","2,410","1,362","666","238","101","27","8","3","0","1","4"
"전라남도 나주시 성북동(4617055000)","3,929","1,855","958","576","385","125","24","4","0","0","2"
"전라남도 나주시 영산동(4617058000)","1,738","1,110","439","113","55","19","0","1","0","1","0"
"전라남도 나주시 이창동(4617060000)","1,936","1,192","497","155","57","24","9","1","1","0","0"
"전라남도 나주시 빛가람동(4617062000)","16,730","6,204","3,305","3,279","3,025","770","114","27","5","1","0"
"전라남도 광양시 (4623000000)","73,857","30,745","19,675","11,765","8,913","2,256","374","97","18","7","7"
"전라남도 광양시 광양읍(4623025000)","23,601","10,117","6,139","3,636","2,774","739","157","29","6","3","1"
"전라남도 광양시 봉강면(4623031000)","1,114","564","366","104","58","15","4","2","0","0","1"
"전라남도 광양시 옥룡면(4623032000)","1,624","853","535","153","55","18","8","1","1","0","0"
"전라남도 광양시 옥곡면(4623033000)","2,438","1,061","795","334","187","47","10","4","0","0","0"
"전라남도 광양시 진상면(4623034000)","1,499","857","467","119","39","11","3","0","1","1","1"
"전라남도 광양시 진월면(4623035000)","1,416","749","471","112","54","15","10","3","2","0","0"
"전라남도 광양시 다압면(4623036000)","971","561","294","75","25","12","2","2","0","0","0"
"전라남도 광양시 골약동(4623051500)","5,013","1,239","1,176","1,206","1,149","215","19","8","1","0","0"
"전라남도 광양시 중마동(4623053000)","25,589","9,871","6,306","4,601","3,741","923","108","31","4","2","2"
"전라남도 광양시 광영동(4623054000)","5,066","2,365","1,415","695","409","137","32","9","3","1","0"
"전라남도 광양시 금호동(4623055000)","4,669","2,011","1,473","651","393","112","20","7","0","0","2"
"전라남도 광양시 태인동(4623057000)","857","497","238","79","29","12","1","1","0","0","0"
"전라남도 담양군 (4671000000)","23,887","11,983","6,936","2,691","1,548","525","134","41","18","5","6"
"전라남도 담양군 담양읍(4671025000)","7,559","3,419","2,107","1,019","715","230","50","12","5","0","2"
"전라남도 담양군 봉산면(4671031000)","1,451","767","421","158","65","29","7","1","2","1","0"
"전라남도 담양군 고서면(4671032000)","1,560","775","498","154","95","26","8","2","1","0","1"
"전라남도 담양군 가사문학면(4671033500)","724","433","205","52","20","11","0","2","0","0","1"
"전라남도 담양군 창평면(4671034000)","1,968","1,098","533","216","87","26","6","1","0","1","0"
"전라남도 담양군 대덕면(4671035000)","1,075","591","316","108","33","20","5","0","1","1","0"
"전라남도 담양군 무정면(4671036000)","1,395","825","383","113","50","18","2","2","2","0","0"
"전라남도 담양군 금성면(4671037000)","1,470","870","416","106","44","19","8","4","3","0","0"
"전라남도 담양군 용면(4671038000)","1,011","532","328","94","42","11","3","1","0","0","0"
"전라남도 담양군 월산면(4671039000)","1,205","628","377","115","47","25","7","4","0","1","1"
"전라남도 담양군 수북면(4671040000)","2,361","1,022","745","311","202","52","20","6","2","1","0"
"전라남도 담양군 대전면(4671041000)","2,108","1,023","607","245","148","58","18","6","2","0","1"
"전라남도 곡성군 (4672000000)","16,068","8,944","4,447","1,494","782","288","83","21","5","1","3"
"전라남도 곡성군 곡성읍(4672025000)","4,232","2,138","1,127","485","320","125","26","5","2","1","3"
"전라남도 곡성군 오곡면(4672031000)","1,043","598","293","84","40","18","8","2","0","0","0"
"전라남도 곡성군 삼기면(4672032000)","1,026","603","283","83","37","15","4","0","1","0","0"
"전라남도 곡성군 석곡면(4672033000)","1,329","767","368","118","53","23","0","0","0","0","0"
"전라남도 곡성군 목사동면(4672034000)","877","535","252","62","16","7","5","0","0","0","0"
"전라남도 곡성군 죽곡면(4672035000)","1,192","672","374","94","32","12","8","0","0","0","0"
"전라남도 곡성군 고달면(4672036000)","693","410","209","50","21","1","1","1","0","0","0"
"전라남도 곡성군 옥과면(4672037000)","2,332","1,303","583","242","133","45","16","9","1","0","0"
"전라남도 곡성군 입면(4672038000)","1,373","786","359","132","61","30","2","2","1","0","0"
"전라남도 곡성군 겸면(4672039000)","1,051","626","314","60","36","6","7","2","0","0","0"
"전라남도 곡성군 오산면(4672040000)","920","506","285","84","33","6","6","0","0","0","0"
"전라남도 구례군 (4673000000)","13,543","7,170","3,940","1,355","711","281","61","20","3","1","1"
"전라남도 구례군 구례읍(4673025000)","5,464","2,668","1,504","666","430","150","30","14","1","1","0"
"전라남도 구례군 문척면(4673031000)","776","441","233","58","25","14","4","1","0","0","0"
"전라남도 구례군 간전면(4673032000)","836","478","249","64","30","12","3","0","0","0","0"
"전라남도 구례군 토지면(4673033000)","1,451","822","439","117","46","21","5","1","0","0","0"
"전라남도 구례군 마산면(4673034000)","1,310","710","367","136","60","27","8","0","1","0","1"
"전라남도 구례군 광의면(4673035000)","1,294","713","427","90","39","17","7","1","0","0","0"
"전라남도 구례군 용방면(4673036000)","776","436","236","68","17","14","2","3","0","0","0"
"전라남도 구례군 산동면(4673037000)","1,636","902","485","156","64","26","2","0","1","0","0"
"전라남도 고흥군 (4677000000)","35,055","19,185","10,748","2,988","1,431","521","135","36","7","4","0"
"전라남도 고흥군 고흥읍(4677025000)","6,130","2,744","1,767","793","574","202","37","11","1","1","0"
"전라남도 고흥군 도양읍(4677025300)","5,106","2,595","1,571","520","281","103","26","7","1","2","0"
"전라남도 고흥군 도양읍소록출장소(4677025400)","357","277","48","13","15","3","0","1","0","0","0"
"전라남도 고흥군 도양읍시산출장소(4677025500)","132","96","23","9","3","1","0","0","0","0","0"
"전라남도 고흥군 풍양면(4677031000)","1,788","988","604","136","39","15","4","2","0","0","0"
"전라남도 고흥군 도덕면(4677032000)","1,666","938","552","127","31","9","7","1","1","0","0"
"전라남도 고흥군 금산면(4677033000)","2,429","1,370","778","188","59","30","3","1","0","0","0"
"전라남도 고흥군 도화면(4677034000)","2,161","1,216","686","162","61","27","6","2","1","0","0"
"전라남도 고흥군 포두면(4677035000)","2,761","1,555","922","173","75","22","11","2","0","1","0"
"전라남도 고흥군 봉래면(4677036000)","1,109","642","344","72","29","16","4","2","0","0","0"
"전라남도 고흥군 점암면(4677037000)","1,659","1,024","494","91","31","10","9","0","0","0","0"
"전라남도 고흥군 과역면(4677038000)","1,879","1,075","591","141","42","15","10","4","1","0","0"
"전라남도 고흥군 남양면(4677039000)","1,339","779","394","112","37","16","1","0","0","0","0"
"전라남도 고흥군 동강면(4677040000)","1,753","1,000","534","140","57","18","3","0","1","0","0"
"전라남도 고흥군 대서면(4677041000)","1,378","869","394","79","22","7","6","1","0","0","0"
"전라남도 고흥군 두원면(4677042000)","1,815","1,081","566","115","34","13","5","1","0","0","0"
"전라남도 고흥군 영남면(4677044000)","753","464","220","44","15","6","2","1","1","0","0"
"전라남도 고흥군 동일면(4677045000)","840","472","260","73","26","8","1","0","0","0","0"
"전라남도 보성군 (4678000000)","21,690","12,251","6,063","1,927","956","337","100","40","10","4","2"
"전라남도 보성군 보성읍(4678025000)","4,314","2,060","1,180","565","329","130","36","10","3","1","0"
"전라남도 보성군 벌교읍(4678025300)","6,198","3,407","1,800","557","286","102","29","15","2","0","0"
"전라남도 보성군 노동면(4678031000)","692","446","171","46","14","6","6","1","1","1","0"
"전라남도 보성군 미력면(4678032000)","838","524","208","59","31","11","4","1","0","0","0"
"전라남도 보성군 겸백면(4678033000)","711","465","174","43","18","7","4","0","0","0","0"
